# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SUMO3	SUMO3	NM_001286416.1	protein_coding	1	12	10	668	28	0	2	142	0	339	10	0	0	1	1	0	0	0	0	11	159
SUMO3	SUMO3	NM_006936.3	protein_coding	0	8	2	679	28	0	1	142	0	352	2	0	0	0	2	0	0	0	0	6	158
SYNJ1	SYNJ1	NM_001160302.1	protein_coding	0	45	44	2391	79	0	7	160	0	2047	44	0	0	0	20	0	0	0	0	30	111
SYNJ1	SYNJ1	NM_001160306.2	protein_coding	1	49	58	2371	56	0	6	160	0	2048	58	0	0	0	18	0	1	0	0	37	112
SYNJ1	SYNJ1	NM_003895.3	protein_coding	1	50	61	2368	56	0	0	160	0	2053	61	0	0	0	20	0	1	0	0	37	112
SYNJ1	SYNJ1	NM_203446.3	protein_coding	0	44	45	2391	79	0	1	160	0	2053	45	0	0	0	20	0	0	0	0	30	111
TCP10L	TCP10L	NM_144659.7	protein_coding	2	13	18	604	82	2	2	139	0	243	18	0	0	1	2	0	1	0	0	9	141
TEKT4P2	TEKT4P2	NR_038327.2		0	0	0	73	0	0	0	0	0	70	0	1	0	0	0	0	0	0	0	0	2
TEKT4P2	TEKT4P2	NR_038328.2		0	0	0	73	0	0	0	0	0	70	0	1	0	0	0	0	0	0	0	0	2
TEKT4P2	TEKT4P2	NR_038329.2		0	0	0	72	0	0	0	7	0	63	0	0	0	0	0	0	0	0	0	0	2
TFF1	TFF1	NM_003225.3	protein_coding	0	5	6	553	12	0	4	195	0	151	6	0	0	0	1	0	0	0	0	4	192
TFF2	TFF2	NM_005423.5	protein_coding	0	6	12	547	7	0	1	182	0	155	12	0	0	0	0	0	0	0	0	6	202
TFF3	TFF3	NM_003226.3	protein_coding	0	4	7	492	20	0	4	178	0	97	7	0	0	0	1	0	0	0	0	3	194
TIAM1	TIAM1	NM_001353684.1	protein_coding	0	29	31	1488	60	3	11	151	0	1161	31	0	0	0	5	0	0	0	0	22	108
TIAM1	TIAM1	NM_001353685.1	protein_coding	0	28	27	1493	60	3	11	151	0	1165	27	0	0	0	5	0	0	0	0	22	108
TIAM1	TIAM1	NM_001353686.1	protein_coding	0	67	75	6592	60	0	13	151	0	6232	75	0	0	0	10	0	0	0	0	60	141
TIAM1	TIAM1	NM_001353687.1	protein_coding	0	67	79	6588	60	0	13	151	0	6229	79	0	0	0	10	0	0	0	0	59	141
TIAM1	TIAM1	NM_001353688.1	protein_coding	0	73	79	12793	60	4	16	151	0	12449	79	0	0	0	11	0	0	0	0	60	124
TIAM1	TIAM1	NM_001353689.1	protein_coding	0	70	79	12793	60	2	15	151	0	12450	79	0	0	0	10	0	0	0	0	60	124
TIAM1	TIAM1	NM_001353690.1	protein_coding	0	70	79	12793	60	2	10	151	0	12455	79	0	0	0	10	0	0	0	0	60	124
TIAM1	TIAM1	NM_001353691.1	protein_coding	1	73	79	12792	60	5	16	151	0	12449	79	0	0	1	10	0	0	0	0	60	124
TIAM1	TIAM1	NM_001353692.1	protein_coding	0	70	79	12793	60	2	12	151	0	12453	79	0	0	0	10	0	0	0	0	60	124
TIAM1	TIAM1	NM_001353693.1	protein_coding	0	71	79	12794	60	4	20	151	0	12445	79	0	0	0	9	0	0	0	0	60	124
TIAM1	TIAM1	NM_001353694.1	protein_coding	0	68	79	6587	60	0	13	151	0	6228	79	0	0	0	10	0	0	0	0	60	141
TIAM1	TIAM1	NM_003253.3	protein_coding	0	70	79	12793	60	2	13	151	0	12452	79	0	0	0	10	0	0	0	0	60	124
TMEM50B	TMEM50B	NM_006134.7	protein_coding	2	4	5	980	47	0	4	146	0	676	5	0	0	1	1	0	1	0	0	3	109
TMEM50B	TMEM50B	NR_040016.1		1	2	0	1453	0	0	0	123	0	1134	0	92	0	1	2	0	0	0	0	0	107
TMPRSS15	TMPRSS15	NM_002772.3	protein_coding	5	31	72	3784	25	1	3	190	0	3464	72	0	1	3	12	0	1	0	0	26	110
TMPRSS2	TMPRSS2	NM_001135099.1	protein_coding	0	38	34	1631	55	0	2	165	0	1275	34	0	0	0	9	0	0	0	0	33	139
TMPRSS2	TMPRSS2	NM_005656.4	protein_coding	0	38	32	1643	63	0	5	163	0	1279	32	0	0	0	9	0	0	0	0	33	138
TMPRSS3	TMPRSS3	NM_001256317.2	protein_coding	1	46	34	1206	30	1	6	196	0	786	34	0	0	0	8	0	0	1	0	38	194
TMPRSS3	TMPRSS3	NM_024022.3	protein_coding	1	46	34	1206	30	1	6	196	0	786	34	0	0	0	8	0	0	1	0	38	194
TMPRSS3	TMPRSS3	NM_032404.2	protein_coding	1	39	23	980	29	10	21	197	0	599	23	0	0	0	5	0	0	1	0	25	138
TMPRSS3	TMPRSS3	NM_032405.2	protein_coding	0	30	26	821	0	1	6	209	0	417	26	0	0	0	5	0	0	0	0	24	194
TPTE	TPTE	NM_001290224.1	protein_coding	11	43	86	1173	15	3	24	11	0	1069	86	0	1	3	25	0	7	0	0	27	71
TPTE	TPTE	NM_199259.3	protein_coding	13	53	101	1145	15	2	14	11	0	1057	101	0	1	4	30	0	8	0	0	33	71
TPTE	TPTE	NM_199260.3	protein_coding	12	51	98	1151	15	2	14	11	0	1061	98	0	1	4	28	0	7	0	0	33	71
TPTE	TPTE	NM_199261.3	protein_coding	14	54	103	1141	15	2	14	11	0	1054	103	0	2	4	30	0	8	0	0	34	71
TRAPPC10	TRAPPC10	NM_001351709.1	protein_coding	0	25	25	753	0	3	11	0	0	578	25	0	0	0	6	0	0	0	0	16	170
TRAPPC10	TRAPPC10	NM_003274.5	protein_coding	0	36	40	2407	0	0	2	0	0	2285	40	0	0	0	10	0	0	0	0	26	130
TRPM2	TRPM2	NM_001320350.1	protein_coding	4	123	140	3156	55	2	6	164	0	2807	140	0	0	1	28	0	3	0	0	101	145
TRPM2	TRPM2	NM_001320351.1	protein_coding	4	119	134	3166	55	2	6	164	0	2815	134	0	0	1	26	0	3	0	0	99	145
TRPM2	TRPM2	NM_001320352.1	protein_coding	2	24	19	962	55	5	20	164	0	570	19	0	0	1	7	0	1	0	0	13	160
TRPM2	TRPM2	NM_003307.3	protein_coding	4	122	138	3159	55	2	6	164	0	2809	138	0	0	1	27	0	3	0	0	101	145
TRPM2	TRPM2	NR_038257.1		1	27	0	3393	0	0	0	164	0	2809	0	303	0	1	27	0	0	0	0	0	145
TRPM2-AS	TRPM2-AS	NR_109964.1		1	1	0	656	0	0	0	144	0	301	0	33	1	0	1	0	0	0	0	0	180
TSPEAR	TSPEAR	NM_001272037.2	protein_coding	3	41	65	8202	58	4	18	160	0	7818	65	0	0	1	12	0	2	0	0	31	155
TSPEAR	TSPEAR	NM_144991.3	protein_coding	3	41	74	8189	58	0	2	160	0	7820	74	0	0	1	11	0	2	0	0	36	155
TSPEAR-AS1	TSPEAR-AS1	NR_103707.1		3	6	0	912	0	0	0	231	0	343	0	137	1	2	6	0	0	0	0	0	210
TSPEAR-AS2	TSPEAR-AS2	NR_026547.1		0	1	0	544	0	0	0	220	0	37	0	44	0	0	1	0	0	0	0	0	244
TSPEAR-AS2	TSPEAR-AS2	NR_026548.1		0	0	0	545	0	0	0	220	0	38	0	43	0	0	0	0	0	0	0	0	244
TTC3	TTC3	NM_001001894.2	protein_coding	4	73	90	3581	32	3	6	127	0	3248	90	0	1	0	19	0	3	0	0	57	182
TTC3	TTC3	NM_001320703.2	protein_coding	5	76	91	3572	32	3	4	126	0	3245	91	0	1	0	22	0	4	0	0	57	182
TTC3	TTC3	NM_001320704.2	protein_coding	5	77	90	3573	32	4	5	126	0	3245	90	0	1	0	22	0	4	0	0	57	182
TTC3	TTC3	NM_001330681.2	protein_coding	2	63	77	3601	32	2	4	126	0	3268	77	0	0	0	15	0	2	0	0	50	182
TTC3	TTC3	NM_001330682.2	protein_coding	2	65	77	3601	32	4	6	126	0	3266	77	0	0	0	15	0	2	0	0	50	182
TTC3	TTC3	NM_001330683.2	protein_coding	4	74	90	3577	32	4	5	126	0	3246	90	0	1	0	19	0	3	0	0	57	182
TTC3	TTC3	NM_001353936.2	protein_coding	2	65	77	3601	32	4	6	126	0	3266	77	0	0	0	15	0	2	0	0	50	182
TTC3	TTC3	NM_001353937.2	protein_coding	3	65	65	3623	32	12	47	126	0	3250	65	0	1	0	19	0	2	0	0	37	182
TTC3	TTC3	NM_001353938.2	protein_coding	2	57	65	3626	32	8	29	126	0	3268	65	0	0	0	15	0	2	0	0	37	182
TTC3	TTC3	NM_003316.4	protein_coding	4	76	90	3249	32	6	28	127	0	2935	90	0	1	0	19	0	3	0	0	57	141
TTC3-AS1	TTC3-AS1	NR_046651.1		0	0	0	431	0	0	0	113	0	154	0	28	0	0	0	0	0	0	0	0	136
U2AF1	U2AF1	NM_001025203.1	protein_coding	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
U2AF1	U2AF1	NM_001025204.1.2	protein_coding	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
U2AF1	U2AF1	NM_006758.2.2	protein_coding	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
U2AF1	U2AF1.2	NM_001025203.1.2	protein_coding	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
U2AF1	U2AF1.2	NM_001025204.1	protein_coding	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
U2AF1	U2AF1.2	NM_006758.2	protein_coding	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5	NM_001320646.2	protein_coding	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5	NM_001320648.2	protein_coding	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5	NM_001320650.2	protein_coding	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5	NM_001320651.1	protein_coding	0	0	0	10	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320646.2.2	protein_coding	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320648.2.2	protein_coding	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320650.2.2	protein_coding	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
U2AF1L5	U2AF1L5.2	NM_001320651.1.2	protein_coding	0	0	0	7	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0
UBASH3A	UBASH3A	NM_001001895.3	protein_coding	0	48	51	1740	15	0	2	176	0	1382	51	0	0	0	11	0	0	0	0	40	173
UBASH3A	UBASH3A	NM_001243467.2	protein_coding	0	33	35	1771	23	0	2	176	0	1403	35	0	0	0	8	0	0	0	0	27	173
UBASH3A	UBASH3A	NM_018961.4	protein_coding	1	50	53	1735	15	0	2	176	0	1378	53	0	0	1	12	0	0	0	0	42	173
UBE2G2	UBE2G2	NM_001202489.2	protein_coding	0	13	2	1212	99	1	7	168	0	826	2	0	0	0	4	0	0	0	0	8	116
UBE2G2	UBE2G2	NM_003343.6	protein_coding	0	16	2	1209	99	1	5	168	0	826	2	0	0	0	5	0	0	0	0	10	116
UBE2G2	UBE2G2	NM_182688.3	protein_coding	0	20	2	1209	99	4	12	168	0	819	2	0	0	0	6	0	0	0	0	10	116
UMODL1	UMODL1	NM_001004416.2	protein_coding	9	92	137	2800	52	0	0	186	0	2432	137	0	1	4	26	0	4	0	0	70	157
UMODL1	UMODL1	NM_001199527.2	protein_coding	6	92	142	3134	71	2	20	191	0	2680	142	0	1	3	24	0	2	0	0	70	196
UMODL1	UMODL1	NM_001199528.3	protein_coding	6	91	132	3145	71	2	20	191	0	2693	132	0	1	3	26	0	2	0	0	67	196
UMODL1	UMODL1	NM_173568.3	protein_coding	9	93	147	2789	52	0	0	186	0	2419	147	0	1	4	24	0	4	0	0	73	157
UMODL1-AS1	UMODL1-AS1	NR_027243.1		0	0	0	653	0	0	0	153	0	166	0	80	0	0	0	0	0	0	0	0	254
URB1	URB1	NM_014825.3	protein_coding	1	106	122	2334	112	1	3	148	0	1949	122	0	0	0	23	0	1	0	0	89	138
URB1-AS1	URB1-AS1	NR_026845.1		0	0	0	281	0	0	0	134	0	0	0	24	0	0	0	0	0	0	0	0	123
USP16	USP16	NM_001001992.1	protein_coding	0	25	38	951	4	1	7	133	0	698	38	0	0	0	8	0	0	0	0	19	114
USP16	USP16	NM_001032410.1	protein_coding	0	26	38	950	4	1	7	133	0	698	38	0	0	0	9	0	0	0	0	19	114
USP16	USP16	NM_006447.3	protein_coding	0	25	38	950	4	1	5	133	0	698	38	0	0	0	8	0	0	0	0	19	115
USP25	USP25	NM_001283041.2	protein_coding	1	34	48	3970	29	1	11	115	0	3686	48	0	0	0	6	0	1	0	0	30	132
USP25	USP25	NM_001283042.3	protein_coding	1	31	43	3977	29	0	8	115	0	3693	43	0	0	0	5	0	1	0	0	28	135
USP25	USP25	NM_001352560.2	protein_coding	1	24	30	4000	29	3	36	115	0	3688	30	0	0	0	5	0	1	0	0	18	135
USP25	USP25	NM_001352561.2	protein_coding	1	24	26	4007	29	4	33	115	0	3698	26	0	0	0	6	0	1	0	0	15	135
USP25	USP25	NM_013396.6	protein_coding	1	30	40	3981	29	0	8	115	0	3697	40	0	0	0	5	0	1	0	0	27	135
VPS26C	VPS26C	NM_001331018.1	protein_coding	0	16	6	1427	55	4	36	111	0	1089	6	0	0	0	5	0	0	0	0	9	139
VPS26C	VPS26C	NM_001331021.1	protein_coding	0	19	8	1422	55	4	36	111	0	1084	8	0	0	0	5	0	0	0	0	12	139
VPS26C	VPS26C	NM_001331022.1	protein_coding	0	19	8	1422	55	4	36	111	0	1084	8	0	0	0	5	0	0	0	0	12	139
VPS26C	VPS26C	NM_006052.2	protein_coding	0	15	10	1410	55	0	3	111	0	1082	10	0	0	0	5	0	0	0	0	12	162
WDR4	WDR4	NM_001260474.1	protein_coding	0	38	41	1442	39	0	6	196	0	1085	41	0	0	0	10	0	0	0	0	29	125
WDR4	WDR4	NM_001260475.1	protein_coding	0	33	32	1460	39	4	23	196	0	1086	32	0	0	0	10	0	0	0	0	20	125
WDR4	WDR4	NM_001260476.1	protein_coding	0	34	32	1459	39	4	18	196	0	1091	32	0	0	0	11	0	0	0	0	20	125
WDR4	WDR4	NM_001260477.1	protein_coding	0	38	32	1452	39	9	25	196	0	1069	32	0	0	0	10	0	0	0	0	20	132
WDR4	WDR4	NM_018669.6	protein_coding	0	38	41	1441	39	0	2	196	0	1085	41	0	0	0	10	0	0	0	0	29	128
WDR4	WDR4	NM_033661.4	protein_coding	1	39	41	1698	18	0	6	214	0	1346	41	0	1	0	11	0	0	0	0	29	125
WDR4	WDR4	NR_048535.1		0	10	0	1511	0	0	0	196	0	1090	0	110	0	0	10	0	0	0	0	0	125
WRB-SH3BGR	WRB-SH3BGR	NM_001317744.2	protein_coding	1	9	18	3846	13	1	3	140	0	3551	18	0	0	0	4	0	1	0	0	6	140
WRB-SH3BGR	WRB-SH3BGR	NM_001350300.2	protein_coding	2	8	15	3848	8	1	3	140	0	3558	15	0	0	0	2	0	1	1	0	6	140
WRB-SH3BGR	WRB-SH3BGR	NR_146618.2		0	7	0	3865	0	0	0	140	0	3531	0	61	0	0	7	0	0	0	0	0	140
YBEY	YBEY	NM_001006114.2	protein_coding	1	7	3	482	55	1	8	119	0	161	3	0	0	0	4	1	0	0	0	2	140
YBEY	YBEY	NM_001314022.2	protein_coding	2	3	6	660	5	2	16	170	0	330	6	0	0	1	0	1	0	0	0	1	140
YBEY	YBEY	NM_001314023.2	protein_coding	1	5	9	656	5	1	8	170	0	334	9	0	0	0	2	1	0	0	0	2	140
YBEY	YBEY	NM_001314024.2	protein_coding	1	3	6	661	5	1	8	170	0	338	6	0	0	0	1	1	0	0	0	1	140
YBEY	YBEY	NM_001314025.2	protein_coding	1	5	9	656	5	1	8	170	0	334	9	0	0	0	2	1	0	0	0	2	140
YBEY	YBEY	NM_001314026.1	protein_coding	2	7	3	481	55	2	16	119	0	153	3	0	0	1	3	1	0	0	0	2	140
YBEY	YBEY	NM_058181.3	protein_coding	2	5	9	655	5	2	16	170	0	326	9	0	0	1	1	1	0	0	0	2	140
ZBTB21	ZBTB21	NM_001098402.2	protein_coding	0	43	51	901	129	1	3	132	0	470	51	0	0	0	2	0	0	0	0	40	167
ZBTB21	ZBTB21	NM_001098403.2	protein_coding	0	39	42	914	129	1	3	132	0	483	42	0	0	0	2	0	0	0	0	36	167
ZBTB21	ZBTB21	NM_001320729.2	protein_coding	0	38	42	914	129	1	1	132	0	485	42	0	0	0	1	0	0	0	0	36	167
ZBTB21	ZBTB21	NM_001320731.2	protein_coding	0	44	51	901	129	2	6	132	0	467	51	0	0	0	2	0	0	0	0	40	167
ZBTB21	ZBTB21	NM_020727.5	protein_coding	0	42	51	901	129	1	1	132	0	472	51	0	0	0	1	0	0	0	0	40	167
ZNF295-AS1	ZNF295-AS1	NR_027273.2		1	0	0	478	0	0	0	166	0	87	0	46	1	0	0	0	0	0	0	0	180
ZNF295-AS1	ZNF295-AS1	NR_119384.1		1	0	0	860	0	0	0	166	0	518	0	49	1	0	0	0	0	0	0	0	128
ZNF295-AS1	ZNF295-AS1	NR_119385.1		1	0	0	481	0	0	0	166	0	102	0	40	1	0	0	0	0	0	0	0	174
